intersectionID,intersection,global_timestamp,objectID,type,object_timestamp,heading,speed,location.type,location.coordinates[0],location.coordinates[1],size.width,size.length
unknown,Unknown Intersection,2025-09-16T16:41:40.016252,17185,vehicle,2025-09-16T16:41:40.016252,6720,8191,Point,35.0457748,-85.3083283,205.0,469.0
unknown,Unknown Intersection,2025-09-16T16:41:40.016252,15222,vru,2025-09-16T16:41:40.016252,3170,8191,Point,35.0457486,-85.3082861,,
unknown,Unknown Intersection,2025-09-16T16:41:40.016252,41199,vru,2025-09-16T16:41:40.016252,17493,8191,Point,35.045807,-85.3082983,,
unknown,Unknown Intersection,2025-09-16T16:41:40.016252,62524,vru,2025-09-16T16:41:40.016252,18264,8191,Point,35.0457692,-85.3082783,,
unknown,Unknown Intersection,2025-09-16T16:41:40.016252,42200,vru,2025-09-16T16:41:40.016252,16467,8191,Point,35.04577,-85.3082785,,
unknown,Unknown Intersection,2025-09-16T16:41:40.016252,25658,vru,2025-09-16T16:41:40.016252,14571,8191,Point,35.0458177,-85.3082594,,
unknown,Unknown Intersection,2025-09-16T16:41:40.159395,1182,vehicle,2025-09-16T16:41:40.159395,20460,8191,Point,35.0457643,-85.3082446,222.0,538.0
unknown,Unknown Intersection,2025-09-16T16:41:40.159395,61801,vehicle,2025-09-16T16:41:40.159395,18197,8191,Point,35.0457759,-85.308303,209.0,474.0
unknown,Unknown Intersection,2025-09-16T16:41:40.159395,62400,vehicle,2025-09-16T16:41:40.159395,9339,8191,Point,35.0457785,-85.3083027,199.0,445.0
unknown,Unknown Intersection,2025-09-16T16:41:40.159395,1485,vehicle,2025-09-16T16:41:40.159395,6926,8191,Point,35.0457815,-85.3083168,205.0,463.0
unknown,Unknown Intersection,2025-09-16T16:41:40.159395,17185,vehicle,2025-09-16T16:41:40.159395,6731,8191,Point,35.0457749,-85.3083275,205.0,469.0
unknown,Unknown Intersection,2025-09-16T16:41:40.159395,15222,vru,2025-09-16T16:41:40.159395,2522,8191,Point,35.0457488,-85.3082861,,
unknown,Unknown Intersection,2025-09-16T16:41:40.159395,41199,vru,2025-09-16T16:41:40.159395,20184,8191,Point,35.045807,-85.3082983,,
unknown,Unknown Intersection,2025-09-16T16:41:40.159395,62524,vru,2025-09-16T16:41:40.159395,16122,8191,Point,35.045769,-85.3082784,,
unknown,Unknown Intersection,2025-09-16T16:41:40.159395,42200,vru,2025-09-16T16:41:40.159395,17258,8191,Point,35.0457699,-85.3082786,,
unknown,Unknown Intersection,2025-09-16T16:41:40.159395,25658,vru,2025-09-16T16:41:40.159395,15333,8191,Point,35.0458176,-85.3082594,,
27481,MLK_Georgia,2025-09-16T16:41:40.408765,1182,vehicle,2025-09-16T16:41:40.408765,23121,8191,Point,35.0457643,-85.3082446,222.0,538.0
27481,MLK_Georgia,2025-09-16T16:41:40.408765,61801,vehicle,2025-09-16T16:41:40.408765,16419,8191,Point,35.045776,-85.308303,209.0,474.0
27481,MLK_Georgia,2025-09-16T16:41:40.408765,62400,vehicle,2025-09-16T16:41:40.408765,7421,8191,Point,35.0457785,-85.3083026,199.0,444.0
27481,MLK_Georgia,2025-09-16T16:41:40.408765,1485,vehicle,2025-09-16T16:41:40.408765,6793,8191,Point,35.0457815,-85.3083162,205.0,460.0
27481,MLK_Georgia,2025-09-16T16:41:40.408765,17185,vehicle,2025-09-16T16:41:40.408765,6775,8191,Point,35.0457751,-85.3083253,204.0,467.0
27481,MLK_Georgia,2025-09-16T16:41:40.408765,15222,vru,2025-09-16T16:41:40.408765,1896,8191,Point,35.0457491,-85.308286,,
27481,MLK_Georgia,2025-09-16T16:41:40.408765,41199,vru,2025-09-16T16:41:40.408765,12163,8191,Point,35.045807,-85.3082983,,
27481,MLK_Georgia,2025-09-16T16:41:40.408765,62524,vru,2025-09-16T16:41:40.408765,16713,8191,Point,35.0457685,-85.3082787,,
27481,MLK_Georgia,2025-09-16T16:41:40.408765,42200,vru,2025-09-16T16:41:40.408765,17582,8191,Point,35.0457694,-85.3082788,,
27481,MLK_Georgia,2025-09-16T16:41:40.408765,25658,vru,2025-09-16T16:41:40.408765,15886,8191,Point,35.0458172,-85.3082595,,
27481,MLK_Georgia,2025-09-16T16:41:40.667086,1182,vehicle,2025-09-16T16:41:40.667086,16257,8191,Point,35.0457643,-85.3082446,221.0,537.0
27481,MLK_Georgia,2025-09-16T16:41:40.667086,61801,vehicle,2025-09-16T16:41:40.667086,7529,8191,Point,35.045776,-85.308303,209.0,474.0
27481,MLK_Georgia,2025-09-16T16:41:40.667086,62400,vehicle,2025-09-16T16:41:40.667086,11388,8191,Point,35.0457785,-85.3083026,199.0,444.0
27481,MLK_Georgia,2025-09-16T16:41:40.667086,1485,vehicle,2025-09-16T16:41:40.667086,7264,8191,Point,35.0457815,-85.3083158,205.0,462.0
27481,MLK_Georgia,2025-09-16T16:41:40.667086,17185,vehicle,2025-09-16T16:41:40.667086,6900,8191,Point,35.0457752,-85.3083239,203.0,465.0
27481,MLK_Georgia,2025-09-16T16:41:40.667086,15222,vru,2025-09-16T16:41:40.667086,1027,8191,Point,35.0457494,-85.3082859,,
27481,MLK_Georgia,2025-09-16T16:41:40.667086,41199,vru,2025-09-16T16:41:40.667086,5656,8191,Point,35.045807,-85.3082983,,
27481,MLK_Georgia,2025-09-16T16:41:40.667086,42200,vru,2025-09-16T16:41:40.667086,16262,8191,Point,35.0457692,-85.3082789,,
27481,MLK_Georgia,2025-09-16T16:41:40.667086,25658,vru,2025-09-16T16:41:40.667086,15268,8191,Point,35.0458169,-85.3082596,,
unknown,Unknown Intersection,2025-09-16T16:41:40.832302,1182,vehicle,2025-09-16T16:41:40.832302,13901,8191,Point,35.0457643,-85.3082446,221.0,537.0
unknown,Unknown Intersection,2025-09-16T16:41:40.832302,61801,vehicle,2025-09-16T16:41:40.832302,8084,8191,Point,35.0457759,-85.3083031,209.0,475.0
unknown,Unknown Intersection,2025-09-16T16:41:40.832302,62400,vehicle,2025-09-16T16:41:40.832302,14590,8191,Point,35.0457785,-85.3083026,199.0,443.0
unknown,Unknown Intersection,2025-09-16T16:41:40.832302,1485,vehicle,2025-09-16T16:41:40.832302,7082,8191,Point,35.0457817,-85.3083153,205.0,463.0
unknown,Unknown Intersection,2025-09-16T16:41:40.832302,17185,vehicle,2025-09-16T16:41:40.832302,7005,8191,Point,35.0457752,-85.3083226,203.0,466.0
unknown,Unknown Intersection,2025-09-16T16:41:40.832302,15222,vru,2025-09-16T16:41:40.832302,1349,8191,Point,35.0457496,-85.3082858,,
unknown,Unknown Intersection,2025-09-16T16:41:40.832302,41199,vru,2025-09-16T16:41:40.832302,10099,8191,Point,35.0458069,-85.3082984,,
unknown,Unknown Intersection,2025-09-16T16:41:40.832302,42200,vru,2025-09-16T16:41:40.832302,15619,8191,Point,35.0457684,-85.308279,,
unknown,Unknown Intersection,2025-09-16T16:41:40.832302,25658,vru,2025-09-16T16:41:40.832302,15502,8191,Point,35.0458167,-85.3082597,,
27481,MLK_Georgia,2025-09-16T16:41:41.067198,1182,vehicle,2025-09-16T16:41:41.067198,10264,8191,Point,35.0457643,-85.3082446,221.0,537.0
27481,MLK_Georgia,2025-09-16T16:41:41.067198,61801,vehicle,2025-09-16T16:41:41.067198,15510,8191,Point,35.0457759,-85.3083031,209.0,475.0
27481,MLK_Georgia,2025-09-16T16:41:41.067198,62400,vehicle,2025-09-16T16:41:41.067198,19078,8191,Point,35.0457785,-85.3083027,199.0,443.0
27481,MLK_Georgia,2025-09-16T16:41:41.067198,1485,vehicle,2025-09-16T16:41:41.067198,7269,8191,Point,35.0457816,-85.3083149,205.0,466.0
27481,MLK_Georgia,2025-09-16T16:41:41.067198,17185,vehicle,2025-09-16T16:41:41.067198,6857,8191,Point,35.0457754,-85.3083206,204.0,467.0
27481,MLK_Georgia,2025-09-16T16:41:41.067198,15222,vru,2025-09-16T16:41:41.067198,1818,8191,Point,35.0457499,-85.3082857,,
27481,MLK_Georgia,2025-09-16T16:41:41.067198,41199,vru,2025-09-16T16:41:41.067198,17354,8191,Point,35.0458069,-85.3082985,,
27481,MLK_Georgia,2025-09-16T16:41:41.067198,42200,vru,2025-09-16T16:41:41.067198,17629,8191,Point,35.0457683,-85.3082792,,
27481,MLK_Georgia,2025-09-16T16:41:41.067198,25658,vru,2025-09-16T16:41:41.067198,15626,8191,Point,35.0458162,-85.3082598,,
27481,MLK_Georgia,2025-09-16T16:41:41.319848,1182,vehicle,2025-09-16T16:41:41.319848,16876,8191,Point,35.0457643,-85.3082446,221.0,536.0
27481,MLK_Georgia,2025-09-16T16:41:41.319848,61801,vehicle,2025-09-16T16:41:41.319848,22204,8191,Point,35.045776,-85.3083031,209.0,475.0
27481,MLK_Georgia,2025-09-16T16:41:41.319848,62400,vehicle,2025-09-16T16:41:41.319848,21560,8191,Point,35.0457785,-85.3083027,199.0,442.0
27481,MLK_Georgia,2025-09-16T16:41:41.319848,1485,vehicle,2025-09-16T16:41:41.319848,8391,8191,Point,35.0457815,-85.3083147,206.0,469.0
27481,MLK_Georgia,2025-09-16T16:41:41.319848,17185,vehicle,2025-09-16T16:41:41.319848,6906,8191,Point,35.0457755,-85.3083193,203.0,465.0
27481,MLK_Georgia,2025-09-16T16:41:41.319848,15222,vru,2025-09-16T16:41:41.319848,1723,8191,Point,35.0457502,-85.3082856,,
27481,MLK_Georgia,2025-09-16T16:41:41.319848,41199,vru,2025-09-16T16:41:41.319848,19373,8191,Point,35.0458069,-85.3082985,,
27481,MLK_Georgia,2025-09-16T16:41:41.319848,42200,vru,2025-09-16T16:41:41.319848,18032,8191,Point,35.0457679,-85.3082794,,
27481,MLK_Georgia,2025-09-16T16:41:41.319848,25658,vru,2025-09-16T16:41:41.319848,15360,8191,Point,35.045816,-85.3082598,,
27481,MLK_Georgia,2025-09-16T16:41:41.460038,1182,vehicle,2025-09-16T16:41:41.460038,15771,8191,Point,35.0457643,-85.3082446,221.0,536.0
27481,MLK_Georgia,2025-09-16T16:41:41.460038,61801,vehicle,2025-09-16T16:41:41.460038,22704,8191,Point,35.0457759,-85.3083031,209.0,475.0
27481,MLK_Georgia,2025-09-16T16:41:41.460038,62400,vehicle,2025-09-16T16:41:41.460038,17818,8191,Point,35.0457785,-85.3083027,199.0,442.0
27481,MLK_Georgia,2025-09-16T16:41:41.460038,1485,vehicle,2025-09-16T16:41:41.460038,7635,8191,Point,35.0457816,-85.3083145,206.0,469.0
27481,MLK_Georgia,2025-09-16T16:41:41.460038,17185,vehicle,2025-09-16T16:41:41.460038,6910,8191,Point,35.0457755,-85.3083184,203.0,465.0
27481,MLK_Georgia,2025-09-16T16:41:41.460038,15222,vru,2025-09-16T16:41:41.460038,1053,8191,Point,35.0457504,-85.3082856,,
27481,MLK_Georgia,2025-09-16T16:41:41.460038,41199,vru,2025-09-16T16:41:41.460038,17422,8191,Point,35.0458069,-85.3082985,,
27481,MLK_Georgia,2025-09-16T16:41:41.460038,42200,vru,2025-09-16T16:41:41.460038,17167,8191,Point,35.0457678,-85.3082795,,
27481,MLK_Georgia,2025-09-16T16:41:41.460038,25658,vru,2025-09-16T16:41:41.460038,15858,8191,Point,35.0458158,-85.30826,,
unknown,Unknown Intersection,2025-09-16T16:41:41.736550,1182,vehicle,2025-09-16T16:41:41.736550,12974,8191,Point,35.0457643,-85.3082446,221.0,536.0
unknown,Unknown Intersection,2025-09-16T16:41:41.736550,61801,vehicle,2025-09-16T16:41:41.736550,14577,8191,Point,35.0457759,-85.3083031,209.0,475.0
unknown,Unknown Intersection,2025-09-16T16:41:41.736550,62400,vehicle,2025-09-16T16:41:41.736550,10027,8191,Point,35.0457785,-85.3083027,199.0,441.0
unknown,Unknown Intersection,2025-09-16T16:41:41.736550,1485,vehicle,2025-09-16T16:41:41.736550,10684,8191,Point,35.0457815,-85.3083145,206.0,470.0
unknown,Unknown Intersection,2025-09-16T16:41:41.736550,17185,vehicle,2025-09-16T16:41:41.736550,6998,8191,Point,35.0457756,-85.3083174,204.0,466.0
unknown,Unknown Intersection,2025-09-16T16:41:41.736550,15222,vru,2025-09-16T16:41:41.736550,914,8191,Point,35.0457506,-85.3082856,,
unknown,Unknown Intersection,2025-09-16T16:41:41.736550,41199,vru,2025-09-16T16:41:41.736550,13437,8191,Point,35.0458068,-85.3082984,,
unknown,Unknown Intersection,2025-09-16T16:41:41.736550,42200,vru,2025-09-16T16:41:41.736550,16333,8191,Point,35.0457675,-85.3082796,,
unknown,Unknown Intersection,2025-09-16T16:41:41.736550,25658,vru,2025-09-16T16:41:41.736550,15636,8191,Point,35.0458154,-85.30826,,
unknown,Unknown Intersection,2025-09-16T16:41:41.989726,1182,vehicle,2025-09-16T16:41:41.989726,10559,8191,Point,35.0457643,-85.3082446,221.0,535.0
unknown,Unknown Intersection,2025-09-16T16:41:41.989726,61801,vehicle,2025-09-16T16:41:41.989726,11637,8191,Point,35.0457759,-85.3083031,209.0,476.0
unknown,Unknown Intersection,2025-09-16T16:41:41.989726,62400,vehicle,2025-09-16T16:41:41.989726,6312,8191,Point,35.0457785,-85.3083026,199.0,441.0
unknown,Unknown Intersection,2025-09-16T16:41:41.989726,1485,vehicle,2025-09-16T16:41:41.989726,11174,8191,Point,35.0457815,-85.3083143,207.0,471.0
unknown,Unknown Intersection,2025-09-16T16:41:41.989726,17185,vehicle,2025-09-16T16:41:41.989726,6982,8191,Point,35.0457757,-85.3083159,204.0,467.0
unknown,Unknown Intersection,2025-09-16T16:41:41.989726,15222,vru,2025-09-16T16:41:41.989726,2118,8191,Point,35.0457509,-85.3082854,,
unknown,Unknown Intersection,2025-09-16T16:41:41.989726,41199,vru,2025-09-16T16:41:41.989726,13529,8191,Point,35.0458067,-85.3082985,,
unknown,Unknown Intersection,2025-09-16T16:41:41.989726,42200,vru,2025-09-16T16:41:41.989726,16179,8191,Point,35.0457669,-85.3082798,,
unknown,Unknown Intersection,2025-09-16T16:41:41.989726,25658,vru,2025-09-16T16:41:41.989726,15340,8191,Point,35.045815,-85.3082601,,
unknown,Unknown Intersection,2025-09-16T16:41:42.248575,1182,vehicle,2025-09-16T16:41:42.248575,12928,8191,Point,35.0457643,-85.3082446,221.0,535.0
unknown,Unknown Intersection,2025-09-16T16:41:42.248575,61801,vehicle,2025-09-16T16:41:42.248575,9535,8191,Point,35.0457759,-85.308303,209.0,476.0
unknown,Unknown Intersection,2025-09-16T16:41:42.248575,62400,vehicle,2025-09-16T16:41:42.248575,6521,8191,Point,35.0457785,-85.3083026,199.0,441.0
unknown,Unknown Intersection,2025-09-16T16:41:42.248575,1485,vehicle,2025-09-16T16:41:42.248575,8132,8191,Point,35.0457815,-85.3083142,207.0,471.0
unknown,Unknown Intersection,2025-09-16T16:41:42.248575,17185,vehicle,2025-09-16T16:41:42.248575,6975,8191,Point,35.0457757,-85.3083152,203.0,467.0
unknown,Unknown Intersection,2025-09-16T16:41:42.248575,15222,vru,2025-09-16T16:41:42.248575,2804,8191,Point,35.0457511,-85.3082853,,
unknown,Unknown Intersection,2025-09-16T16:41:42.248575,41199,vru,2025-09-16T16:41:42.248575,13654,8191,Point,35.0458067,-85.3082985,,
unknown,Unknown Intersection,2025-09-16T16:41:42.248575,42200,vru,2025-09-16T16:41:42.248575,16666,8191,Point,35.0457667,-85.3082799,,
unknown,Unknown Intersection,2025-09-16T16:41:42.248575,25658,vru,2025-09-16T16:41:42.248575,15400,8191,Point,35.0458148,-85.3082602,,
27481,MLK_Georgia,2025-09-16T16:41:42.359833,61801,vehicle,2025-09-16T16:41:42.359833,13069,8191,Point,35.0457759,-85.308303,209.0,476.0
27481,MLK_Georgia,2025-09-16T16:41:42.359833,62400,vehicle,2025-09-16T16:41:42.359833,6434,8191,Point,35.0457785,-85.3083025,199.0,441.0
27481,MLK_Georgia,2025-09-16T16:41:42.359833,1485,vehicle,2025-09-16T16:41:42.359833,7867,8191,Point,35.0457815,-85.3083141,207.0,471.0
27481,MLK_Georgia,2025-09-16T16:41:42.359833,17185,vehicle,2025-09-16T16:41:42.359833,6981,8191,Point,35.0457757,-85.3083143,204.0,467.0
27481,MLK_Georgia,2025-09-16T16:41:42.359833,15222,vru,2025-09-16T16:41:42.359833,2195,8191,Point,35.0457514,-85.3082852,,
27481,MLK_Georgia,2025-09-16T16:41:42.359833,41199,vru,2025-09-16T16:41:42.359833,16746,8191,Point,35.0458067,-85.3082985,,
27481,MLK_Georgia,2025-09-16T16:41:42.359833,42200,vru,2025-09-16T16:41:42.359833,16400,8191,Point,35.0457663,-85.30828,,
27481,MLK_Georgia,2025-09-16T16:41:42.359833,25658,vru,2025-09-16T16:41:42.359833,15329,8191,Point,35.0458145,-85.3082603,,
unknown,Unknown Intersection,2025-09-16T16:41:42.672701,61801,vehicle,2025-09-16T16:41:42.672701,22386,8191,Point,35.0457759,-85.308303,209.0,476.0
unknown,Unknown Intersection,2025-09-16T16:41:42.672701,62400,vehicle,2025-09-16T16:41:42.672701,7311,8191,Point,35.0457785,-85.3083025,199.0,441.0
unknown,Unknown Intersection,2025-09-16T16:41:42.672701,1485,vehicle,2025-09-16T16:41:42.672701,6587,8191,Point,35.0457815,-85.308314,207.0,471.0
unknown,Unknown Intersection,2025-09-16T16:41:42.672701,17185,vehicle,2025-09-16T16:41:42.672701,7179,8191,Point,35.0457757,-85.3083137,204.0,467.0
unknown,Unknown Intersection,2025-09-16T16:41:42.672701,15222,vru,2025-09-16T16:41:42.672701,1621,8191,Point,35.0457516,-85.3082851,,
unknown,Unknown Intersection,2025-09-16T16:41:42.672701,41199,vru,2025-09-16T16:41:42.672701,19028,8191,Point,35.0458067,-85.3082986,,
unknown,Unknown Intersection,2025-09-16T16:41:42.672701,42200,vru,2025-09-16T16:41:42.672701,15860,8191,Point,35.0457661,-85.3082801,,
unknown,Unknown Intersection,2025-09-16T16:41:42.672701,25658,vru,2025-09-16T16:41:42.672701,15270,8191,Point,35.0458142,-85.3082603,,
unknown,Unknown Intersection,2025-09-16T16:41:42.929078,61801,vehicle,2025-09-16T16:41:42.929078,26326,8191,Point,35.045776,-85.3083031,209.0,476.0
unknown,Unknown Intersection,2025-09-16T16:41:42.929078,62400,vehicle,2025-09-16T16:41:42.929078,7537,8191,Point,35.0457785,-85.3083025,199.0,441.0
unknown,Unknown Intersection,2025-09-16T16:41:42.929078,1485,vehicle,2025-09-16T16:41:42.929078,5529,8191,Point,35.0457816,-85.308314,207.0,471.0
unknown,Unknown Intersection,2025-09-16T16:41:42.929078,17185,vehicle,2025-09-16T16:41:42.929078,7336,8191,Point,35.0457757,-85.3083129,204.0,467.0
unknown,Unknown Intersection,2025-09-16T16:41:42.929078,15222,vru,2025-09-16T16:41:42.929078,1475,8191,Point,35.0457519,-85.3082849,,
unknown,Unknown Intersection,2025-09-16T16:41:42.929078,41199,vru,2025-09-16T16:41:42.929078,18343,8191,Point,35.0458066,-85.3082986,,
unknown,Unknown Intersection,2025-09-16T16:41:42.929078,42200,vru,2025-09-16T16:41:42.929078,16237,8191,Point,35.0457657,-85.3082803,,
unknown,Unknown Intersection,2025-09-16T16:41:42.929078,25658,vru,2025-09-16T16:41:42.929078,15925,8191,Point,35.0458137,-85.3082605,,
27481,MLK_Georgia,2025-09-16T16:41:43.044687,61801,vehicle,2025-09-16T16:41:43.044687,24072,8191,Point,35.045776,-85.3083031,209.0,477.0
27481,MLK_Georgia,2025-09-16T16:41:43.044687,62400,vehicle,2025-09-16T16:41:43.044687,7337,8191,Point,35.0457785,-85.3083024,199.0,441.0
27481,MLK_Georgia,2025-09-16T16:41:43.044687,1485,vehicle,2025-09-16T16:41:43.044687,6554,8191,Point,35.0457815,-85.308314,207.0,471.0
27481,MLK_Georgia,2025-09-16T16:41:43.044687,17185,vehicle,2025-09-16T16:41:43.044687,11582,8191,Point,35.0457758,-85.308313,204.0,468.0
27481,MLK_Georgia,2025-09-16T16:41:43.044687,26302,vehicle,2025-09-16T16:41:43.044687,0,8191,Point,35.0457743,-85.3083308,210.0,472.0
27481,MLK_Georgia,2025-09-16T16:41:43.044687,15222,vru,2025-09-16T16:41:43.044687,2025,8191,Point,35.045752,-85.3082849,,
27481,MLK_Georgia,2025-09-16T16:41:43.044687,41199,vru,2025-09-16T16:41:43.044687,19473,8191,Point,35.0458066,-85.3082987,,
27481,MLK_Georgia,2025-09-16T16:41:43.044687,42200,vru,2025-09-16T16:41:43.044687,16189,8191,Point,35.0457655,-85.3082804,,
27481,MLK_Georgia,2025-09-16T16:41:43.044687,25658,vru,2025-09-16T16:41:43.044687,15930,8191,Point,35.0458136,-85.3082605,,
27481,MLK_Georgia,2025-09-16T16:41:43.291519,61801,vehicle,2025-09-16T16:41:43.291519,24170,8191,Point,35.045776,-85.3083031,209.0,477.0
27481,MLK_Georgia,2025-09-16T16:41:43.291519,62400,vehicle,2025-09-16T16:41:43.291519,6609,8191,Point,35.0457785,-85.3083024,199.0,441.0
27481,MLK_Georgia,2025-09-16T16:41:43.291519,1485,vehicle,2025-09-16T16:41:43.291519,9439,8191,Point,35.0457815,-85.3083139,207.0,472.0
27481,MLK_Georgia,2025-09-16T16:41:43.291519,17185,vehicle,2025-09-16T16:41:43.291519,11463,8191,Point,35.0457757,-85.3083123,205.0,468.0
27481,MLK_Georgia,2025-09-16T16:41:43.291519,26302,vehicle,2025-09-16T16:41:43.291519,6672,8191,Point,35.0457745,-85.308329,210.0,471.0
27481,MLK_Georgia,2025-09-16T16:41:43.291519,15222,vru,2025-09-16T16:41:43.291519,2550,8191,Point,35.0457523,-85.3082847,,
